text,category,sentiment,priority,tamil,tanglish,translation_status,model
Why has my top-up been denied?,top_up_failed,Neutral,Medium,எனது டாப்-அப் ஏன் நிராகரிக்கப்பட்டுள்ளது?,Enoda top-up yen niragarikapattullathu?,completed,gemini-3.5-flash
I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please?,top_up_failed,Neutral,Medium,நான் எனது கார்ட்டில் பணம் செலுத்த முயன்றேன் ஆனால் அது நிராகரிக்கப்பட்டது. இரண்டு நாட்களுக்கு முன்பு என்னால் பணம் செலுத்த முடிந்ததுடன் அது ஏற்றுக்கொள்ளப்பட்டது. ஏதேனும் தவறு உள்ளதா? தயவுசெய்து எனக்காக மீண்டும் ஒருமுறை சரிபார்க்க முடியுமா?,Naan enoda card-il panam selutha muyandren aana adhu niragarikapattathu. Rendu naatkaluku munbu ennala panam selutha mudindhathudan adhu yetrukolapattathu. Edhavathu thavaru iruka? Dhayavu seidhu enakaaga meendum orumurai sari paarka mudiyuma?,completed,gemini-3.5-flash
I could not get the top-up to go through,top_up_failed,Neutral,Medium,என்னால் டாப்-அப்பை வெற்றிகரமாக செய்ய முடியவில்லை,Ennala top-up-ai panna mudiyala,completed,gemini-3.5-flash
I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly.,top_up_failed,Negative,High,என்னால் எனது பணத்தைப் பயன்படுத்த முடியவில்லை. டாப்-அப்பில் ஏதேனும் பிரச்சினை உள்ளதா? நான் அதைச் சரியாகவே அமைத்தேன்.,Ennala enoda panathai payanpadutha mudiyala. Top-up-il edhavathu prachana iruka? Naan adhai sariyagave amaithen.,completed,gemini-3.5-flash
I was trying to top-up and my credit card was declined. Can you tell me why?,top_up_failed,Neutral,Medium,நான் டாப்-அப் செய்ய முயன்றபோது எனது கிரெடிட் கார்ட் நிராகரிக்கப்பட்டது. ஏன் என்று கூற முடியுமா?,Naan top-up seyya muyandrapothu enoda credit card niragarikapattathu. Yen endru koora mudiyuma?,completed,gemini-3.5-flash
I topped up my account but the app failed to process it.,top_up_failed,Negative,High,நான் எனது கணக்கில் டாப்-அப் செய்தேன் ஆனால் செயலி (app) அதைச் செயல்படுத்தத் தவறிவிட்டது.,Naan enoda account-il top-up seithen aana app adhai process seyya thavarivittathu.,completed,gemini-3.5-flash
Looks like my top-up has been cancelled,top_up_failed,Neutral,Medium,எனது டாப்-அப் ரத்து செய்யப்பட்டுள்ளது போல் தெரிகிறது,Enoda top-up cancel seiyapattullathu pola theriyuthu,completed,gemini-3.5-flash
My top-up is not working. Why is that?,top_up_failed,Neutral,Medium,எனது டாப்-அப் வேலை செய்யவில்லை. அது ஏன்?,Enoda top-up velai seiyala. Adhu yen?,completed,gemini-3.5-flash
"Um, my top up didn't work",top_up_failed,Positive,Medium,"ம், எனது டாப்-அப் வேலை செய்யவில்லை","Um, enoda top up velai seiyala",completed,gemini-3.5-flash
"I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly.",top_up_failed,Neutral,Medium,"எனது கார்ட்டை ஏன் டாப்-அப் செய்ய முடியவில்லை என்பதைக் கண்டறிய எனக்கு உதவி தேவை, அது தொடர்ந்து நிராகரிக்கப்படுகிறது. இதை நான் விரைவாகத் தீர்ப்பது மிகவும் அவசியமாகும்.","Enoda card-ai yen top-up seyya mudiyala endru kandupidika enaku udhavi thevai, adhu thodarnthu niragarikapaduthu. Idhai naan viraivaga theerpathu migavum avasiyamagum.",completed,gemini-3.5-flash
I don't think my top up worked,top_up_failed,Positive,Medium,எனது டாப்-அப் வேலை செய்தது என்று நான் நினைக்கவில்லை,Enoda top up velai seidhadhu endru naan ninaikala,completed,gemini-3.5-flash
I added funds to my account but the app didn't process it.,top_up_failed,Neutral,Medium,நான் எனது கணக்கில் பணம் சேர்த்தேன் ஆனால் செயலி (app) அதைச் செயல்படுத்தவில்லை.,Naan enoda account-il panam serthen aana app adhai process seiyala.,completed,gemini-3.5-flash
Why has my top-up not worked?,top_up_failed,Neutral,Medium,எனது டாப்-அப் ஏன் வேலை செய்யவில்லை?,Enoda top-up yen velai seiyala?,completed,gemini-3.5-flash
Why did my top-up fail?,top_up_failed,Negative,High,எனது டாப்-அப் ஏன் தோல்வியடைந்தது?,Enoda top-up yen fail aachchu?,completed,gemini-3.5-flash
is there a way to fix my top up,top_up_failed,Positive,Medium,எனது டாப்-அப்பைச் சரிசெய்ய ஏதேனும் வழி உள்ளதா?,Enoda top-up-ai sari seyya edhavathu vazhi iruka?,completed,gemini-3.5-flash
I tried to top up my account and it didn't work,top_up_failed,Positive,Medium,"நான் எனது கணக்கை டாப்-அப் செய்ய முயன்றேன், அது வேலை செய்யவில்லை","Naan enoda account-ai top up seyya muyandren, adhu velai seiyala",completed,gemini-3.5-flash
Won't let me top my card up!! Who can get it sorted out for me? It's urgent! How do I find out what the problem is with my card and how else to top it up?,top_up_failed,Positive,Medium,எனது கார்ட்டை டாப்-அப் செய்ய அனுமதிக்கவில்லை!! இதை எனக்காக யார் சரிசெய்து தர முடியும்? இது அவசரமானது! எனது கார்ட்டில் என்ன பிரச்சினை உள்ளது என்பதைக் கண்டறிவது எப்படி மற்றும் வேறு வழிகளில் அதை எவ்வாறு டாப்-அப் செய்வது?,Enoda card-ai top-up seyya anumadhikala!! Idhai enakaaga yaar sari seidhu thara mudiyum? Idhu urgent! Enoda card-il enna prachana iruku endru kandupidipathu eppadi matrum veru vazhigalil adhai eppadi top-up seivathu?,completed,gemini-3.5-flash
